"Transaction_ID,Product_Key,Supplier_Key,Date_Key,Quantity_Sold,Quantity_Ordered,Actual_Lead_Time_Days"
"TXN002551,P005,S01,20261010,8,87,3"
"TXN002552,P003,S04,20251226,57,50,9"
"TXN002553,P004,S04,20251125,62,88,15"
"TXN002554,P005,S01,20260408,41,76,5"
"TXN002555,P003,S03,20260715,53,85,4"
"TXN002556,P005,S04,20260117,71,192,14"
"TXN002557,P002,S03,20260813,23,80,6"
"TXN002558,P003,S04,20260909,5,176,17"
"TXN002559,P002,S04,20250618,33,55,15"
"TXN002560,P002,S03,20250805,37,138,6"
"TXN002561,P003,S03,20260113,56,199,4"
"TXN002562,P001,S01,20250429,45,80,8"
"TXN002563,P003,S04,20250709,27,149,18"
"TXN002564,P001,S02,20260105,9,122,5"
"TXN002565,P005,S02,20250529,75,95,6"
"TXN002566,P005,S04,20261107,61,146,10"
"TXN002567,P003,S04,20261014,10,50,23"
"TXN002568,P005,S04,20260503,53,106,22"
"TXN002569,P004,S03,20260109,26,58,4"
"TXN002570,P002,S02,20261124,8,54,3"
"TXN002571,P002,S02,20250609,76,128,3"
"TXN002572,P001,S02,20251217,68,163,3"
"TXN002573,P005,S04,20251015,41,58,12"
"TXN002574,P001,S03,20251015,35,73,3"
"TXN002575,P002,S04,20250814,41,199,8"
"TXN002576,P002,S01,20260607,49,152,5"
"TXN002577,P005,S01,20260606,12,109,5"
"TXN002578,P004,S02,20250930,44,135,8"
"TXN002579,P004,S04,20260206,9,165,22"
"TXN002580,P005,S01,20250702,32,133,4"
"TXN002581,P005,S01,20261027,13,139,5"
"TXN002582,P001,S04,20260503,6,138,23"
"TXN002583,P005,S03,20250504,67,169,5"
"TXN002584,P004,S04,20260918,55,192,19"
"TXN002585,P005,S04,20260218,35,55,16"
"TXN002586,P001,S03,20261226,11,101,6"
"TXN002587,P001,S02,20250621,34,189,6"
"TXN002588,P001,S02,20251015,62,68,5"
"TXN002589,P001,S02,20260311,7,124,8"
"TXN002590,P003,S03,20261117,55,179,4"
"TXN002591,P005,S01,20250423,60,104,6"
"TXN002592,P002,S03,20250502,77,64,9"
"TXN002593,P005,S04,20260628,14,149,20"
"TXN002594,P003,S03,20250810,65,118,4"
"TXN002595,P001,S01,20260923,54,192,6"
"TXN002596,P003,S01,20250208,51,92,10"
"TXN002597,P004,S04,20260512,5,66,19"
"TXN002598,P004,S02,20250821,61,147,7"
"TXN002599,P005,S01,20260614,42,165,6"
"TXN002600,P005,S01,20250529,66,123,6"
"TXN002601,P002,S01,20260201,74,165,5"
"TXN002602,P002,S04,20261023,69,79,14"
"TXN002603,P004,S01,20260930,66,116,6"
"TXN002604,P001,S02,20251029,60,100,3"
"TXN002605,P003,S04,20251226,71,109,17"
"TXN002606,P002,S02,20250826,21,52,9"
"TXN002607,P002,S01,20261009,12,153,5"
"TXN002608,P001,S01,20261025,64,54,4"
"TXN002609,P001,S02,20250824,44,77,6"
"TXN002610,P005,S04,20250722,66,157,16"
"TXN002611,P003,S04,20250913,45,188,19"
"TXN002612,P001,S02,20260821,16,150,3"
"TXN002613,P002,S01,20261024,58,125,7"
"TXN002614,P002,S03,20250823,15,64,6"
"TXN002615,P004,S02,20251211,64,132,3"
"TXN002616,P001,S02,20260618,72,97,6"
"TXN002617,P005,S02,20260411,50,176,9"
"TXN002618,P003,S01,20260625,42,95,4"
"TXN002619,P005,S04,20250801,65,77,22"
"TXN002620,P002,S01,20260408,21,56,6"
"TXN002621,P005,S02,20260312,70,143,6"
"TXN002622,P002,S01,20251010,76,131,7"
"TXN002623,P002,S01,20260716,40,137,5"
"TXN002624,P002,S02,20260830,78,183,6"
"TXN002625,P002,S01,20260408,11,117,6"
"TXN002626,P002,S03,20260211,20,104,4"
"TXN002627,P004,S01,20250329,18,167,6"
"TXN002628,P005,S01,20250213,29,183,5"
"TXN002629,P004,S04,20260406,8,157,26"
"TXN002630,P004,S04,20251005,33,100,16"
"TXN002631,P001,S02,20261114,60,87,3"
"TXN002632,P001,S02,20260225,10,188,8"
"TXN002633,P001,S04,20261202,5,142,16"
"TXN002634,P003,S03,20251219,43,69,3"
"TXN002635,P001,S01,20261127,5,59,6"
"TXN002636,P005,S03,20260530,67,75,8"
"TXN002637,P004,S03,20261204,61,97,7"
"TXN002638,P005,S04,20260922,71,140,16"
"TXN002639,P001,S02,20250119,69,163,6"
"TXN002640,P003,S01,20250123,69,63,5"
"TXN002641,P003,S02,20260217,25,149,9"
"TXN002642,P004,S03,20250130,34,61,5"
"TXN002643,P005,S03,20250418,37,165,6"
"TXN002644,P002,S02,20260102,52,172,6"
"TXN002645,P005,S02,20251008,26,72,3"
"TXN002646,P001,S04,20250508,58,134,18"
"TXN002647,P002,S02,20250817,8,121,5"
"TXN002648,P003,S02,20250421,59,171,8"
"TXN002649,P004,S04,20250516,48,186,19"
"TXN002650,P004,S02,20251228,16,144,5"
"TXN002651,P003,S03,20250705,78,74,5"
"TXN002652,P001,S02,20261018,56,66,5"
"TXN002653,P003,S01,20260807,69,78,5"
"TXN002654,P001,S03,20250509,69,116,7"
"TXN002655,P002,S04,20250918,14,134,22"
"TXN002656,P003,S03,20260530,22,106,4"
"TXN002657,P001,S04,20260325,51,121,23"
"TXN002658,P002,S01,20250414,70,63,7"
"TXN002659,P003,S01,20260428,53,88,5"
"TXN002660,P004,S03,20250812,76,193,3"
"TXN002661,P003,S02,20260506,26,67,6"
"TXN002662,P005,S03,20260418,30,124,5"
"TXN002663,P003,S03,20250110,13,151,7"
"TXN002664,P005,S01,20260209,25,69,7"
"TXN002665,P002,S04,20251029,67,166,24"
"TXN002666,P003,S03,20250819,10,166,3"
"TXN002667,P002,S02,20250307,18,53,10"
"TXN002668,P002,S01,20250422,37,133,7"
"TXN002669,P001,S03,20250113,75,197,7"
"TXN002670,P002,S03,20260128,28,188,9"
"TXN002671,P002,S02,20260515,77,163,6"
"TXN002672,P003,S03,20260821,79,114,8"
"TXN002673,P003,S03,20250822,55,195,6"
"TXN002674,P004,S03,20260825,6,93,7"
"TXN002675,P001,S03,20251110,19,167,8"
"TXN002676,P002,S02,20260720,39,149,8"
"TXN002677,P001,S03,20250112,40,67,2"
"TXN002678,P005,S03,20250728,43,177,5"
"TXN002679,P002,S03,20250114,8,87,8"
"TXN002680,P001,S01,20260925,68,185,6"
"TXN002681,P004,S02,20260222,78,153,5"
"TXN002682,P004,S01,20260313,10,62,7"
"TXN002683,P002,S01,20260112,61,104,3"
"TXN002684,P005,S02,20250120,34,137,7"
"TXN002685,P004,S01,20260810,78,134,6"
"TXN002686,P004,S01,20250311,71,158,6"
"TXN002687,P005,S01,20250730,19,92,5"
"TXN002688,P001,S02,20250411,21,181,6"
"TXN002689,P004,S03,20261129,22,120,5"
"TXN002690,P003,S04,20250512,23,61,17"
"TXN002691,P004,S04,20260915,73,108,26"
"TXN002692,P001,S02,20260116,28,93,2"
"TXN002693,P001,S04,20250512,52,65,12"
"TXN002694,P002,S02,20250120,34,183,7"
"TXN002695,P003,S02,20260620,19,63,3"
"TXN002696,P001,S04,20250815,51,164,10"
"TXN002697,P005,S01,20250603,48,161,8"
"TXN002698,P003,S03,20260414,31,172,8"
"TXN002699,P003,S04,20260209,68,107,13"
"TXN002700,P005,S04,20250721,45,169,11"
"TXN002701,P004,S04,20250207,72,84,14"
"TXN002702,P005,S04,20250707,9,59,16"
"TXN002703,P005,S02,20250226,57,130,9"
"TXN002704,P004,S02,20250120,12,93,5"
"TXN002705,P004,S03,20250930,26,120,7"
"TXN002706,P004,S03,20250429,11,67,7"
"TXN002707,P004,S04,20260806,26,132,24"
"TXN002708,P004,S04,20260531,50,128,16"
"TXN002709,P005,S04,20250809,34,135,18"
"TXN002710,P002,S03,20260610,20,91,5"
"TXN002711,P002,S04,20260530,9,173,21"
"TXN002712,P001,S01,20261229,71,79,8"
"TXN002713,P002,S03,20251202,27,69,10"
"TXN002714,P002,S01,20261129,65,175,5"
"TXN002715,P005,S04,20250224,78,145,19"
"TXN002716,P004,S02,20260515,9,174,7"
"TXN002717,P004,S01,20260620,27,91,7"
"TXN002718,P005,S03,20250611,29,138,9"
"TXN002719,P002,S01,20261101,12,136,5"
"TXN002720,P005,S03,20260817,25,54,5"
"TXN002721,P001,S04,20250608,6,99,24"
"TXN002722,P004,S01,20250707,26,90,6"
"TXN002723,P003,S02,20250301,76,143,7"
"TXN002724,P001,S01,20251115,76,106,5"
"TXN002725,P001,S02,20250730,72,184,7"
"TXN002726,P005,S03,20260210,68,182,4"
"TXN002727,P002,S04,20261026,23,100,17"
"TXN002728,P004,S04,20250419,57,155,8"
"TXN002729,P003,S02,20250317,56,185,4"
"TXN002730,P001,S03,20260626,51,60,7"
"TXN002731,P003,S04,20251110,58,199,19"
"TXN002732,P002,S03,20250427,48,147,4"
"TXN002733,P002,S02,20261205,11,148,8"
"TXN002734,P003,S02,20250119,5,188,6"
"TXN002735,P004,S01,20260308,67,145,9"
"TXN002736,P002,S04,20261116,43,155,22"
"TXN002737,P003,S04,20251216,23,192,19"
"TXN002738,P001,S01,20250702,35,50,9"
"TXN002739,P003,S02,20250423,28,95,5"
"TXN002740,P003,S02,20250702,73,137,3"
"TXN002741,P005,S02,20260426,69,71,9"
"TXN002742,P002,S02,20250526,37,52,7"
"TXN002743,P004,S03,20260920,63,191,8"
"TXN002744,P004,S04,20250423,37,179,22"
"TXN002745,P005,S04,20260421,36,110,25"
"TXN002746,P004,S02,20251030,63,87,4"
"TXN002747,P003,S02,20250428,45,95,5"
"TXN002748,P005,S02,20250610,16,183,5"
"TXN002749,P001,S04,20260205,77,90,18"
"TXN002750,P002,S04,20250717,15,188,12"
"TXN002751,P002,S02,20250917,23,159,6"
"TXN002752,P002,S03,20261022,58,90,7"
"TXN002753,P003,S01,20250216,61,106,4"
"TXN002754,P001,S01,20260203,46,172,4"
"TXN002755,P005,S01,20261211,75,135,5"
"TXN002756,P005,S04,20260713,35,112,22"
"TXN002757,P002,S04,20250319,56,88,14"
"TXN002758,P001,S01,20250504,6,187,10"
"TXN002759,P001,S01,20250316,42,76,3"
"TXN002760,P001,S03,20250517,36,130,4"
"TXN002761,P004,S04,20260825,14,156,23"
"TXN002762,P004,S04,20260204,12,85,22"
"TXN002763,P002,S01,20260520,79,134,7"
"TXN002764,P001,S03,20260515,24,77,4"
"TXN002765,P001,S03,20260727,24,65,5"
"TXN002766,P005,S01,20250518,13,84,4"
"TXN002767,P005,S01,20250219,76,148,5"
"TXN002768,P002,S04,20260911,19,196,20"
"TXN002769,P001,S01,20260917,67,171,4"
"TXN002770,P002,S02,20250911,25,72,2"
"TXN002771,P005,S03,20260922,9,168,8"
"TXN002772,P005,S01,20261211,39,112,5"
"TXN002773,P004,S02,20260717,72,119,7"
"TXN002774,P002,S03,20260302,52,199,5"
"TXN002775,P002,S02,20260701,66,129,7"
"TXN002776,P001,S02,20251029,39,108,10"
"TXN002777,P001,S01,20260804,74,66,3"
"TXN002778,P004,S03,20251215,25,88,4"
"TXN002779,P003,S02,20250218,43,126,4"
"TXN002780,P003,S04,20250315,38,141,27"
"TXN002781,P003,S03,20261205,19,73,5"
"TXN002782,P002,S04,20250918,10,137,22"
"TXN002783,P002,S01,20251222,70,93,2"
"TXN002784,P005,S04,20260805,60,85,20"
"TXN002785,P002,S03,20260825,53,148,5"
"TXN002786,P002,S02,20250917,5,119,8"
"TXN002787,P002,S02,20260930,69,171,7"
"TXN002788,P004,S03,20251022,32,173,5"
"TXN002789,P002,S02,20261003,24,129,9"
"TXN002790,P001,S04,20251109,52,94,25"
"TXN002791,P001,S02,20260904,76,188,9"
"TXN002792,P005,S02,20250701,69,80,7"
"TXN002793,P004,S04,20261117,55,134,17"
"TXN002794,P001,S04,20251230,47,94,19"
"TXN002795,P004,S04,20250707,53,164,17"
"TXN002796,P004,S01,20260723,29,116,6"
"TXN002797,P005,S04,20260627,78,125,16"
"TXN002798,P004,S04,20260819,45,89,18"
"TXN002799,P002,S01,20261026,75,90,10"
"TXN002800,P004,S02,20260702,68,169,6"
"TXN002801,P005,S04,20261226,65,130,17"
"TXN002802,P005,S03,20260212,16,87,3"
"TXN002803,P005,S04,20260910,73,149,18"
"TXN002804,P001,S04,20260218,18,106,21"
"TXN002805,P002,S01,20251208,38,115,6"
"TXN002806,P001,S03,20250808,52,79,5"
"TXN002807,P003,S02,20250612,65,59,6"
"TXN002808,P002,S02,20250808,39,110,6"
"TXN002809,P004,S03,20250927,69,85,7"
"TXN002810,P005,S04,20260924,63,103,21"
"TXN002811,P003,S01,20260204,40,146,5"
"TXN002812,P002,S03,20250701,23,53,5"
"TXN002813,P001,S03,20260910,46,103,6"
"TXN002814,P005,S02,20261230,73,160,7"
"TXN002815,P001,S01,20250724,23,140,8"
"TXN002816,P002,S03,20260805,43,138,5"
"TXN002817,P002,S01,20260710,73,113,5"
"TXN002818,P003,S04,20250816,56,168,15"
"TXN002819,P004,S02,20261127,16,141,3"
"TXN002820,P001,S04,20260911,51,199,14"
"TXN002821,P003,S01,20260819,40,130,3"
"TXN002822,P005,S04,20250907,67,108,16"
"TXN002823,P004,S02,20260317,55,93,6"
"TXN002824,P003,S01,20260617,47,125,3"
"TXN002825,P001,S03,20250715,38,193,6"
"TXN002826,P002,S04,20261121,53,150,22"
"TXN002827,P005,S02,20260603,22,174,4"
"TXN002828,P001,S03,20250311,65,65,5"
"TXN002829,P004,S02,20261001,61,104,3"
"TXN002830,P004,S01,20260203,9,144,4"
"TXN002831,P002,S01,20261103,28,128,8"
"TXN002832,P002,S04,20250722,68,126,21"
"TXN002833,P005,S02,20250528,63,89,10"
"TXN002834,P005,S02,20260417,42,70,4"
"TXN002835,P002,S02,20261017,37,115,9"
"TXN002836,P002,S01,20250718,14,185,4"
"TXN002837,P004,S04,20260302,41,59,16"
"TXN002838,P002,S02,20261028,15,181,11"
"TXN002839,P003,S02,20260507,28,92,4"
"TXN002840,P001,S03,20250522,75,154,9"
"TXN002841,P002,S02,20251109,25,112,5"
"TXN002842,P005,S04,20250614,24,131,14"
"TXN002843,P003,S03,20251110,14,100,3"
"TXN002844,P005,S03,20250121,51,105,6"
"TXN002845,P003,S03,20250323,51,83,3"
"TXN002846,P002,S01,20260804,19,108,5"
"TXN002847,P001,S03,20250511,48,179,2"
"TXN002848,P005,S02,20260822,66,179,6"
"TXN002849,P003,S01,20261231,10,187,2"
"TXN002850,P004,S01,20251101,70,192,5"
"TXN002851,P002,S01,20260106,8,167,3"
"TXN002852,P001,S01,20260119,27,177,8"
"TXN002853,P002,S01,20260321,17,66,2"
"TXN002854,P004,S01,20260301,35,131,5"
"TXN002855,P001,S01,20250610,20,63,7"
"TXN002856,P004,S03,20250627,45,130,6"
"TXN002857,P002,S04,20260921,5,172,14"
"TXN002858,P003,S02,20261209,16,65,2"
"TXN002859,P002,S02,20260505,60,81,7"
"TXN002860,P002,S03,20251123,54,72,5"
"TXN002861,P002,S03,20260821,24,151,3"
"TXN002862,P005,S01,20251016,70,147,7"
"TXN002863,P004,S04,20260816,40,193,16"
"TXN002864,P004,S01,20261026,42,153,4"
"TXN002865,P004,S03,20260727,26,175,4"
"TXN002866,P005,S01,20260727,65,117,4"
"TXN002867,P003,S02,20251220,54,113,4"
"TXN002868,P002,S02,20250128,63,120,6"
"TXN002869,P003,S01,20250212,24,67,9"
"TXN002870,P005,S04,20261112,40,162,13"
"TXN002871,P004,S01,20260227,19,174,5"
"TXN002872,P002,S01,20260821,66,176,5"
"TXN002873,P001,S04,20250626,7,110,20"
"TXN002874,P001,S04,20260613,9,124,22"
"TXN002875,P003,S04,20260902,60,156,18"
"TXN002876,P004,S02,20260509,35,197,4"
"TXN002877,P001,S01,20250717,39,188,7"
"TXN002878,P003,S03,20260902,75,130,2"
"TXN002879,P005,S04,20260731,74,155,10"
"TXN002880,P003,S04,20260601,30,77,29"
"TXN002881,P003,S01,20260529,5,57,4"
"TXN002882,P003,S03,20250122,11,140,5"
"TXN002883,P002,S01,20250422,40,199,7"
"TXN002884,P003,S01,20250226,29,170,6"
"TXN002885,P003,S04,20250307,63,115,22"
"TXN002886,P002,S04,20250408,65,144,22"
"TXN002887,P002,S02,20250524,33,113,3"
"TXN002888,P005,S03,20260311,22,114,8"
"TXN002889,P004,S03,20260929,45,174,7"
"TXN002890,P001,S04,20261110,23,63,20"
"TXN002891,P001,S04,20250327,8,74,20"
"TXN002892,P003,S04,20260811,69,149,10"
"TXN002893,P005,S03,20251210,45,154,5"
"TXN002894,P003,S02,20251021,19,180,4"
"TXN002895,P001,S03,20260725,58,182,3"
"TXN002896,P002,S04,20261012,68,114,17"
"TXN002897,P004,S04,20260903,76,68,22"
"TXN002898,P005,S02,20261205,19,155,6"
"TXN002899,P002,S01,20250831,54,103,6"
"TXN002900,P004,S01,20260715,26,187,5"
"TXN002901,P005,S03,20250201,22,193,6"
"TXN002902,P005,S01,20260126,6,153,5"
"TXN002903,P001,S01,20251004,40,64,7"
"TXN002904,P002,S03,20260616,24,97,7"
"TXN002905,P005,S04,20250603,20,188,19"
"TXN002906,P005,S01,20260118,71,83,4"
"TXN002907,P004,S04,20250309,34,148,20"
"TXN002908,P001,S03,20250802,59,68,6"
"TXN002909,P003,S04,20261017,70,119,19"
"TXN002910,P001,S04,20260111,30,164,17"
"TXN002911,P003,S03,20250801,61,145,4"
"TXN002912,P002,S04,20250320,73,124,20"
"TXN002913,P002,S01,20261227,6,199,4"
"TXN002914,P005,S01,20260920,60,85,5"
"TXN002915,P002,S01,20260827,66,112,7"
"TXN002916,P005,S01,20260116,38,142,6"
"TXN002917,P001,S04,20261111,60,54,14"
"TXN002918,P002,S01,20250227,59,74,6"
"TXN002919,P001,S04,20250126,24,147,27"
"TXN002920,P001,S02,20260323,54,61,7"
"TXN002921,P002,S04,20250307,29,199,17"
"TXN002922,P001,S01,20250911,29,186,8"
"TXN002923,P002,S02,20250213,57,133,10"
"TXN002924,P002,S03,20250407,18,78,7"
"TXN002925,P002,S04,20260708,64,158,12"
"TXN002926,P003,S01,20250815,47,76,7"
"TXN002927,P001,S01,20261110,66,104,8"
"TXN002928,P004,S01,20260312,73,182,2"
"TXN002929,P002,S03,20260824,67,101,7"
"TXN002930,P001,S02,20260114,6,62,5"
"TXN002931,P005,S02,20250627,58,91,8"
"TXN002932,P002,S01,20260303,20,192,5"
"TXN002933,P002,S04,20261210,59,128,20"
"TXN002934,P004,S01,20251103,47,67,6"
"TXN002935,P003,S01,20260519,65,99,7"
"TXN002936,P003,S04,20250925,42,51,20"
"TXN002937,P002,S01,20260809,49,136,4"
"TXN002938,P001,S03,20250108,55,156,5"
"TXN002939,P005,S01,20260523,46,190,5"
"TXN002940,P005,S03,20260421,28,96,8"
"TXN002941,P001,S01,20251024,34,138,6"
"TXN002942,P002,S02,20250613,41,61,4"
"TXN002943,P005,S04,20260430,57,62,15"
"TXN002944,P003,S02,20260820,67,186,7"
"TXN002945,P001,S01,20250313,15,108,5"
"TXN002946,P004,S01,20260721,27,92,7"
"TXN002947,P002,S03,20260713,54,123,5"
"TXN002948,P001,S01,20250826,59,72,8"
"TXN002949,P005,S01,20250414,59,128,4"
"TXN002950,P002,S01,20250729,8,72,8"
"TXN002951,P003,S02,20260708,58,150,7"
"TXN002952,P002,S03,20260413,65,193,5"
"TXN002953,P002,S02,20260330,9,158,4"
"TXN002954,P003,S03,20250925,22,160,9"
"TXN002955,P003,S02,20260121,48,66,4"
"TXN002956,P002,S01,20260122,35,135,6"
"TXN002957,P003,S02,20250916,25,88,6"
"TXN002958,P001,S02,20251010,51,90,6"
"TXN002959,P003,S03,20260918,34,97,7"
"TXN002960,P003,S03,20250209,59,126,4"
"TXN002961,P002,S02,20260501,72,50,9"
"TXN002962,P001,S03,20250808,73,166,4"
"TXN002963,P004,S03,20250509,45,68,5"
"TXN002964,P004,S03,20260604,49,108,3"
"TXN002965,P005,S04,20260905,78,156,23"
"TXN002966,P003,S03,20261119,34,187,9"
"TXN002967,P003,S04,20260911,49,77,27"
"TXN002968,P001,S04,20260905,49,83,23"
"TXN002969,P004,S03,20250917,49,88,5"
"TXN002970,P005,S02,20260101,59,175,6"
"TXN002971,P001,S03,20260628,63,132,5"
"TXN002972,P003,S01,20261011,9,155,3"
"TXN002973,P004,S02,20260608,36,159,5"
"TXN002974,P005,S04,20250116,10,170,22"
"TXN002975,P002,S04,20250509,30,156,15"
"TXN002976,P004,S02,20260729,41,180,2"
"TXN002977,P005,S02,20250419,17,72,3"
"TXN002978,P001,S03,20260617,73,194,7"
"TXN002979,P002,S04,20261101,29,120,12"
"TXN002980,P005,S01,20250926,17,156,5"
"TXN002981,P005,S03,20250611,24,195,5"
"TXN002982,P003,S02,20250917,76,95,6"
"TXN002983,P004,S04,20250412,64,119,19"
"TXN002984,P003,S02,20260521,77,80,6"
"TXN002985,P002,S02,20260725,25,142,5"
"TXN002986,P005,S02,20250904,65,186,4"
"TXN002987,P003,S03,20261002,30,167,7"
"TXN002988,P004,S01,20260621,58,130,2"
"TXN002989,P002,S01,20250511,46,109,7"
"TXN002990,P001,S04,20251219,15,125,23"
"TXN002991,P003,S02,20250715,41,112,10"
"TXN002992,P002,S01,20261028,15,149,4"
"TXN002993,P001,S02,20260117,31,97,4"
"TXN002994,P003,S04,20261007,38,123,19"
"TXN002995,P002,S02,20250815,42,107,5"
"TXN002996,P002,S01,20261202,65,79,7"
"TXN002997,P003,S02,20260421,57,59,7"
"TXN002998,P002,S01,20260422,69,88,5"
"TXN002999,P005,S04,20250922,7,104,18"
"TXN003000,P003,S02,20260107,71,77,7"
"TXN003001,P002,S01,20260501,32,195,3"
"TXN003002,P001,S04,20260310,18,167,18"
"TXN003003,P001,S02,20261008,56,163,7"
"TXN003004,P005,S04,20250730,34,124,14"
"TXN003005,P003,S01,20260726,62,114,2"
"TXN003006,P002,S02,20260112,58,130,8"
"TXN003007,P002,S02,20260130,73,149,5"
"TXN003008,P001,S02,20260326,19,149,3"
"TXN003009,P005,S04,20251230,42,95,22"
"TXN003010,P001,S04,20260402,18,109,18"
"TXN003011,P001,S01,20261226,61,186,3"
"TXN003012,P005,S03,20261229,63,146,6"
"TXN003013,P003,S02,20250814,12,52,6"
"TXN003014,P002,S02,20250511,76,185,4"
"TXN003015,P003,S01,20260811,23,163,4"
"TXN003016,P004,S02,20260421,36,165,3"
"TXN003017,P004,S04,20251004,33,107,21"
"TXN003018,P004,S04,20250605,45,119,14"
"TXN003019,P005,S02,20250806,79,142,4"
"TXN003020,P001,S02,20250709,49,189,6"
"TXN003021,P003,S04,20260221,17,186,24"
"TXN003022,P002,S02,20261106,31,154,6"
"TXN003023,P004,S04,20261123,23,98,21"
"TXN003024,P003,S03,20260630,30,132,6"
"TXN003025,P004,S03,20250210,57,66,7"
"TXN003026,P004,S02,20251103,55,103,9"
"TXN003027,P002,S02,20251204,41,161,5"
"TXN003028,P005,S02,20251110,13,98,6"
"TXN003029,P001,S04,20250316,56,193,19"
"TXN003030,P005,S03,20251006,58,134,7"
"TXN003031,P003,S03,20250625,7,61,6"
"TXN003032,P005,S01,20261024,73,175,4"
"TXN003033,P003,S01,20250930,12,147,5"
"TXN003034,P003,S02,20260912,18,185,10"
"TXN003035,P001,S04,20261013,7,198,20"
"TXN003036,P002,S02,20251016,28,97,2"
"TXN003037,P001,S03,20261225,17,185,5"
"TXN003038,P005,S02,20250929,47,77,6"
"TXN003039,P003,S02,20250307,33,129,5"
"TXN003040,P004,S03,20260428,76,59,5"
"TXN003041,P004,S03,20250905,55,101,6"
"TXN003042,P003,S03,20250605,46,192,7"
"TXN003043,P001,S03,20250216,35,181,6"
"TXN003044,P002,S01,20260330,67,139,7"
"TXN003045,P001,S04,20250720,30,111,13"
"TXN003046,P003,S04,20261022,22,156,17"
"TXN003047,P003,S03,20250504,61,181,6"
"TXN003048,P002,S04,20250101,11,90,20"
"TXN003049,P005,S04,20261002,52,148,16"
"TXN003050,P005,S04,20250710,64,104,16"
"TXN003051,P002,S04,20260802,37,77,15"
"TXN003052,P005,S03,20260531,7,150,7"
"TXN003053,P004,S02,20260318,8,96,2"
"TXN003054,P005,S02,20250523,8,186,3"
"TXN003055,P005,S02,20250710,46,179,6"
"TXN003056,P005,S01,20260617,13,166,7"
"TXN003057,P004,S04,20250815,55,157,12"
"TXN003058,P005,S03,20251109,21,118,7"
"TXN003059,P004,S03,20260921,21,77,6"
"TXN003060,P002,S01,20251029,24,128,7"
"TXN003061,P001,S03,20261016,18,63,6"
"TXN003062,P002,S02,20260405,26,95,6"
"TXN003063,P001,S01,20260205,56,190,6"
"TXN003064,P002,S03,20260705,31,65,6"
"TXN003065,P001,S01,20260128,47,130,6"
"TXN003066,P001,S01,20250726,7,107,5"
"TXN003067,P003,S03,20250729,12,97,5"
"TXN003068,P001,S02,20250425,14,98,6"
"TXN003069,P001,S03,20261008,33,138,7"
"TXN003070,P003,S04,20250908,44,179,26"
"TXN003071,P005,S04,20250807,69,63,21"
"TXN003072,P005,S03,20260211,25,152,6"
"TXN003073,P003,S02,20260319,28,170,8"
"TXN003074,P004,S04,20260826,77,194,20"
"TXN003075,P001,S04,20251220,64,172,14"
"TXN003076,P001,S03,20260712,30,187,4"
"TXN003077,P003,S03,20260704,13,119,9"
"TXN003078,P003,S03,20250522,24,152,4"
"TXN003079,P004,S01,20260904,60,151,7"
"TXN003080,P005,S01,20260516,40,113,4"
"TXN003081,P002,S01,20261203,40,67,8"
"TXN003082,P005,S03,20260701,77,112,5"
"TXN003083,P001,S02,20261021,26,98,6"
"TXN003084,P003,S04,20260626,5,105,18"
"TXN003085,P004,S01,20260522,73,140,7"
"TXN003086,P005,S02,20260819,77,107,6"
"TXN003087,P004,S03,20251008,41,104,7"
"TXN003088,P005,S01,20260228,76,134,7"
"TXN003089,P001,S03,20250927,17,68,6"
"TXN003090,P002,S02,20250603,47,152,7"
"TXN003091,P004,S01,20260906,41,161,7"
"TXN003092,P004,S01,20261228,78,157,5"
"TXN003093,P002,S01,20261024,29,96,5"
"TXN003094,P004,S01,20250324,25,156,9"
"TXN003095,P004,S02,20260914,45,133,7"
"TXN003096,P005,S01,20260302,77,177,6"
"TXN003097,P005,S04,20251002,46,107,15"
"TXN003098,P002,S04,20261214,46,192,11"
"TXN003099,P001,S03,20251011,6,193,5"
"TXN003100,P004,S01,20250622,72,146,5"
"TXN003101,P001,S04,20251123,12,96,17"
"TXN003102,P002,S04,20261219,65,189,22"
"TXN003103,P002,S04,20250304,18,152,25"
"TXN003104,P005,S02,20250314,25,133,8"
"TXN003105,P004,S01,20260928,28,98,4"
"TXN003106,P003,S02,20260110,54,180,7"
"TXN003107,P002,S02,20260925,49,161,5"
"TXN003108,P004,S04,20260523,68,109,11"
"TXN003109,P001,S04,20260202,68,115,18"
"TXN003110,P005,S03,20250430,30,136,8"
"TXN003111,P001,S01,20260313,36,175,5"
"TXN003112,P002,S01,20261107,61,75,7"
"TXN003113,P002,S04,20260410,57,120,16"
"TXN003114,P001,S04,20251013,37,123,21"
"TXN003115,P002,S01,20250922,56,96,5"
"TXN003116,P004,S03,20251116,22,125,9"
"TXN003117,P002,S04,20261104,39,145,17"
"TXN003118,P005,S03,20260111,16,80,4"
"TXN003119,P004,S02,20250330,55,71,8"
"TXN003120,P003,S04,20261016,14,66,16"
"TXN003121,P002,S02,20250722,56,197,6"
"TXN003122,P002,S04,20251130,38,185,16"
"TXN003123,P005,S02,20250810,71,147,7"
"TXN003124,P005,S04,20250210,43,98,24"
"TXN003125,P001,S03,20261209,12,136,4"
"TXN003126,P001,S03,20250309,33,87,7"
"TXN003127,P001,S03,20260529,26,102,7"
"TXN003128,P005,S02,20260929,74,77,6"
"TXN003129,P001,S03,20260914,65,126,9"
"TXN003130,P001,S02,20260821,47,188,9"
